Final particle positions and velocities
Particle 403: 8635.73178622 9506.37379663 -837.63409692 613.19965081
Particle Collisions: 61 Wall collisions: 131
Particle 404: 3610.34302656 18815.07028102 -3107.87191658 864.65239111
Particle Collisions: 71 Wall collisions: 134
Particle 405: 15978.47149404 11280.04262862 2959.54465524 2348.45743063
Particle Collisions: 76 Wall collisions: 134
Particle 406: 767.50272960 7884.03738644 2594.99843470 -860.51162719
Particle Collisions: 77 Wall collisions: 140
Particle 407: 1984.39768978 14359.92879609 1983.39768978 -2834.81263449
Particle Collisions: 66 Wall collisions: 133
Particle 408: 1215.73948026 6567.29009075 3857.32464437 -3167.66844590
Particle Collisions: 61 Wall collisions: 121
Particle 409: 1073.79057991 14110.45211156 3973.04762307 4703.15070385
Particle Collisions: 80 Wall collisions: 144
Particle 410: 2796.36985604 10235.74488914 -4640.05136186 5117.37244457
Particle Collisions: 59 Wall collisions: 127
Particle 411: 10815.94668657 17814.51085748 -3142.75434057 -1099.38956856
Particle Collisions: 46 Wall collisions: 149
Particle 412: 5101.92787311 19102.70601055 -1847.76920911 4775.42650264
Particle Collisions: 63 Wall collisions: 138
Particle 413: 786.12324588 7081.16321644 -3803.64617100 3375.75152851
Particle Collisions: 72 Wall collisions: 133
Particle 414: 10518.27606697 1006.55561688 3814.40950837 -4781.14039842
Particle Collisions: 69 Wall collisions: 135
Particle 415: 13530.92842800 12036.84003493 -789.79637312 -2330.01333042
Particle Collisions: 59 Wall collisions: 128
Particle 416: 11640.04880400 1258.97484994 -2679.05564391 -2009.53279763
Particle Collisions: 70 Wall collisions: 115
Particle 417: 14458.25067340 17749.96408148 1644.29194177 1623.25590720
Particle Collisions: 86 Wall collisions: 130
Particle 418: 16594.23117307 3934.19564957 -2137.74115654 -4130.25451495
Particle Collisions: 82 Wall collisions: 126
Particle 419: 11025.11158876 1525.74243793 2480.13192779 2690.34280474
Particle Collisions: 55 Wall collisions: 129
Particle 420: 15000.00292064 4431.91232632 -3589.61204446 4430.91232632
Particle Collisions: 68 Wall collisions: 147
Particle 421: 9671.75877035 7189.41212580 2417.68969259 4305.73662859
Particle Collisions: 68 Wall collisions: 108
Particle 422: 14308.84798976 19999.00000000 3609.95534448 4837.69293263
Particle Collisions: 70 Wall collisions: 143
Particle 423: 12833.77242210 8000.24019953 -1872.13193353 -1809.20365434
Particle Collisions: 66 Wall collisions: 141
Particle 424: 7814.24064628 5861.78964720 -1878.60935090 976.79827453
Particle Collisions: 54 Wall collisions: 132
Particle 425: 4388.74388252 1213.46643804 -4658.25552759 4690.09596234
Particle Collisions: 63 Wall collisions: 142
Particle 426: 7305.88387112 6734.92665972 104.93109090 3978.21367600
Particle Collisions: 61 Wall collisions: 132
Particle 427: 8021.97874126 15314.16362200 4002.71124875 -4766.63825325
Particle Collisions: 59 Wall collisions: 142
Particle 428: 17289.50179467 12718.90474512 3508.20609153 3754.96362905
Particle Collisions: 58 Wall collisions: 143
Particle 429: 593.14882728 10791.11145841 -2829.00057301 4083.25861338
Particle Collisions: 70 Wall collisions: 133
Particle 430: 12265.00671538 11062.68302761 4088.00223846 3270.02664114
Particle Collisions: 62 Wall collisions: 136
Particle 431: 335.54628893 17586.25401839 4468.39443318 3198.98910805
Particle Collisions: 64 Wall collisions: 136
Particle 432: 11649.01045063 136.11041869 4543.95642164 627.76333520
Particle Collisions: 63 Wall collisions: 127
Particle 433: 13163.27008286 8178.98738619 4177.26506599 2725.99579540
Particle Collisions: 74 Wall collisions: 139
Particle 434: 19779.12196604 11537.34198040 1711.27065220 -3387.03325015
Particle Collisions: 63 Wall collisions: 136
Particle 435: 10045.24565520 14126.27900190 -1922.54686794 4409.54839689
Particle Collisions: 70 Wall collisions: 140
Particle 436: 4173.10297243 16182.95157062 -2572.86381814 -1662.09554998
Particle Collisions: 68 Wall collisions: 138
Particle 437: 5061.14473702 14547.01458695 2153.27843805 -2535.21955246
Particle Collisions: 63 Wall collisions: 126
Particle 438: 7662.44077858 9777.76490744 -3660.95148789 -2103.79949982
Particle Collisions: 56 Wall collisions: 112
Particle 439: 4866.47590928 6774.92864667 2762.60843436 -1460.90807281
Particle Collisions: 53 Wall collisions: 125
Particle 440: 13571.80799415 13838.66763148 -1820.77093746 861.39930607
Particle Collisions: 70 Wall collisions: 137
Particle 441: 4794.33560888 9728.47718840 3613.66272163 -1437.39400075
Particle Collisions: 59 Wall collisions: 132
Particle 442: 3901.30155613 1628.48921563 591.88971347 -4071.33190028
Particle Collisions: 60 Wall collisions: 136
Particle 443: 17775.40205245 12239.90430055 1574.52637989 1112.62766369
Particle Collisions: 53 Wall collisions: 115
Particle 444: 11168.80105805 7485.92975031 2559.68831892 -1012.27317543
Particle Collisions: 65 Wall collisions: 133
Particle 445: 15507.15011071 19008.39155149 1292.17917589 -3322.99135921
Particle Collisions: 47 Wall collisions: 141
Particle 446: 9431.10131318 7264.95990474 1344.70028536 -3639.68793905
Particle Collisions: 74 Wall collisions: 125
Particle 447: 5900.66235604 11543.08927652 4701.62372481 -4064.84438907
Particle Collisions: 83 Wall collisions: 137
Particle 448: 15699.90220827 418.54037477 -1691.53854146 3293.37884621
Particle Collisions: 66 Wall collisions: 134
Particle 449: 17597.49208786 5699.27738747 -2401.50791214 2877.45374819
Particle Collisions: 56 Wall collisions: 122
Particle 450: 13060.72812865 16243.08909748 4353.24270955 -4267.46751242
Particle Collisions: 82 Wall collisions: 119
Particle 451: 12466.33754665 16375.92203124 1188.39463959 2116.67245089
Particle Collisions: 73 Wall collisions: 118
Particle 452: 16712.77309622 14165.60679005 -821.55672594 -4497.91250301
Particle Collisions: 57 Wall collisions: 145
Particle 453: 10235.97729562 1474.49752851 -1221.50127300 -3735.52790988
Particle Collisions: 57 Wall collisions: 131
Particle 454: 17288.09551693 6919.40608996 -3208.08754843 -4119.15156022
Particle Collisions: 77 Wall collisions: 122
Particle 455: 16285.64259922 6398.27799534 2203.27069639 2616.06821032
Particle Collisions: 78 Wall collisions: 136
Particle 456: 12748.98838514 9293.85379292 -4541.33526914 -4580.14301269
Particle Collisions: 65 Wall collisions: 138
Particle 457: 4446.60523519 7935.93315267 4445.60523519 1503.58832799
Particle Collisions: 55 Wall collisions: 131
Particle 458: 12400.21496666 14354.60289491 4922.52979271 1640.15513897
Particle Collisions: 63 Wall collisions: 124
Particle 459: 6348.17063854 18137.93480111 -1347.03615669 -4966.64621090
Particle Collisions: 68 Wall collisions: 139
Particle 460: 14149.47409354 2662.73108060 -4625.13688399 -3840.29068071
Particle Collisions: 76 Wall collisions: 124
Particle 461: 12438.04100524 10268.55123376 -1399.14583828 -2373.44990107
Particle Collisions: 53 Wall collisions: 121
Particle 462: 2755.81877888 6472.61291704 -2451.50947909 -2840.59011466
Particle Collisions: 61 Wall collisions: 124
Particle 463: 2851.86935221 4435.31360157 712.71733805 -3515.82638403
Particle Collisions: 56 Wall collisions: 135
Particle 464: 14868.90914234 6865.75288386 1285.14525843 4260.06844399
Particle Collisions: 56 Wall collisions: 141
Particle 465: 17174.73596288 15385.74211879 -2569.64158728 -4613.25788121
Particle Collisions: 70 Wall collisions: 121
Particle 466: 3173.28470841 2299.15762362 3172.28470841 2182.19558709
Particle Collisions: 56 Wall collisions: 118
Particle 467: 17363.39168864 6969.83632460 2717.23466640 1381.71072108
Particle Collisions: 57 Wall collisions: 127
Particle 468: 5686.21277893 11119.33664717 -3622.03289282 3706.11221572
Particle Collisions: 66 Wall collisions: 139
Particle 469: 16317.37993086 9186.38428048 2862.54251257 -3045.98738232
Particle Collisions: 68 Wall collisions: 147
Particle 470: 13171.89805132 5589.80625165 -2810.59106201 1439.25678195
Particle Collisions: 78 Wall collisions: 121
Particle 471: 16228.77086634 8988.00067331 3370.63743980 -1375.91842096
Particle Collisions: 65 Wall collisions: 136
Particle 472: 15354.86029155 11546.91229588 2111.03449666 4506.27318513
Particle Collisions: 77 Wall collisions: 149
Particle 473: 12909.41376414 11575.84605913 800.88580218 2067.99134160
Particle Collisions: 63 Wall collisions: 107
Particle 474: 2141.71852123 14001.27986435 218.65393421 4758.67343335
Particle Collisions: 60 Wall collisions: 143
Particle 475: 9833.96433623 5086.71250271 -3351.44840709 -3719.19228878
Particle Collisions: 59 Wall collisions: 140
Particle 476: 10574.13730393 12469.45028505 3311.73084061 -2509.84990498
Particle Collisions: 54 Wall collisions: 126
Particle 477: 7516.91147587 18749.80537465 -463.98951638 3273.56716823
Particle Collisions: 56 Wall collisions: 138
Particle 478: 343.04979119 15700.16886848 -1436.84152925 1996.91337560
Particle Collisions: 56 Wall collisions: 145
Particle 479: 14772.80748435 2983.27037022 4262.69786172 4198.41802468
Particle Collisions: 52 Wall collisions: 142
Particle 480: 1129.49291550 13955.42033413 987.49774256 -1720.60426194
Particle Collisions: 84 Wall collisions: 127
Particle 481: 6188.59034593 10223.02561175 3977.13601064 1265.35476447
Particle Collisions: 78 Wall collisions: 119
Particle 482: 3538.73770683 12577.21411829 3177.08109347 -2708.20939546
Particle Collisions: 63 Wall collisions: 120
Particle 483: 7488.73361814 17832.22215196 3926.53337402 -2991.21555528
Particle Collisions: 71 Wall collisions: 135
Particle 484: 17203.03276339 11844.26092264 3406.91111106 2111.12805860
Particle Collisions: 72 Wall collisions: 137
Particle 485: 3901.60622937 9279.68433042 3900.60622937 945.97831287
Particle Collisions: 54 Wall collisions: 133
Particle 486: 903.02976971 13033.06214938 2914.66935528 -3851.99112152
Particle Collisions: 73 Wall collisions: 132
Particle 487: 9122.39351256 7030.75140279 -1058.73453829 -1523.17867467
Particle Collisions: 68 Wall collisions: 133
Particle 488: 2190.34385512 7170.34011888 2700.34481418 -1190.19578216
Particle Collisions: 68 Wall collisions: 131
Particle 489: 11469.64600157 17872.60964525 4140.31595757 1718.80644752
Particle Collisions: 56 Wall collisions: 144
Particle 490: 19744.82579408 9165.88423306 3939.38446955 -1680.05459718
Particle Collisions: 65 Wall collisions: 132
Particle 491: 1228.39541214 10061.55252043 -1179.61307217 -4968.72373978
Particle Collisions: 61 Wall collisions: 128
Particle 492: 1601.78501798 4087.61888971 -2809.24159603 -3032.41921658
Particle Collisions: 62 Wall collisions: 153
Particle 493: 9610.33153316 2724.70119472 -4806.51601039 2100.94013966
Particle Collisions: 49 Wall collisions: 131
Particle 494: 13914.90161535 8948.18130623 -2381.29868945 1407.21421649
Particle Collisions: 48 Wall collisions: 119
Particle 495: 7861.45943994 19999.00000000 -3237.30696201 3675.99965171
Particle Collisions: 72 Wall collisions: 126
Particle 496: 1.00000000 19197.90259925 -1248.20518455 -4906.15329051
Particle Collisions: 66 Wall collisions: 133
Particle 497: 18657.14175582 1.00000000 -4371.24308288 -2538.58104622
Particle Collisions: 57 Wall collisions: 127
Particle 498: 5303.70334846 12378.33882922 1092.28202215 3903.66767694
Particle Collisions: 55 Wall collisions: 130
Particle 499: 7208.58043293 559.01282740 -1546.37365945 1537.65041612
Particle Collisions: 61 Wall collisions: 118
Particle 500: 9100.98508551 11028.78540205 -3475.98244216 -1536.99317733
Particle Collisions: 66 Wall collisions: 137
Particle 501: 9960.73771197 1.00000000 -2333.09550798 -4452.81369317
Particle Collisions: 57 Wall collisions: 135
Particle 502: 8803.57093785 10539.59026506 -1882.49521312 4490.42882129
Particle Collisions: 60 Wall collisions: 128
Particle 503: 17912.59037531 13928.11150038 -1825.69511809 -2706.90082796
Particle Collisions: 51 Wall collisions: 153
Particle 504: 15180.14028937 1796.15673331 3494.72588647 4545.96001118
Particle Collisions: 57 Wall collisions: 119
Particle 505: 2592.84254630 15099.46945087 1899.91163029 1462.61386632
Particle Collisions: 66 Wall collisions: 134
Particle 506: 4895.45878093 6028.50088602 -5009.04920173 -1080.05543009
Particle Collisions: 63 Wall collisions: 119
Particle 507: 769.53209951 9759.49903810 -4339.20165877 4994.02217278
Particle Collisions: 65 Wall collisions: 116
Particle 508: 9680.98427991 6318.33690487 1387.33356151 -4121.32341509
Particle Collisions: 71 Wall collisions: 142
Particle 509: 2613.67735832 12727.42285653 2043.10879859 732.24113559
Particle Collisions: 69 Wall collisions: 129
Particle 510: 6239.63953038 3316.09686296 1559.65988260 4898.68215003
Particle Collisions: 88 Wall collisions: 130
Particle 511: 10212.61998133 5064.33029108 2530.00580752 -3733.66742723
Particle Collisions: 66 Wall collisions: 140
Particle 512: 15235.16708444 17474.60990167 2496.59315593 1747.36099017
Particle Collisions: 72 Wall collisions: 131
Particle 513: 9447.99296896 9629.61348902 1410.10348575 2824.82001682
Particle Collisions: 76 Wall collisions: 126
Particle 514: 14646.05278098 3604.40966603 -4348.47100576 3799.79134846
Particle Collisions: 70 Wall collisions: 135
Particle 515: 2933.64461543 1706.35346653 -1719.07438601 -1938.89345642
Particle Collisions: 71 Wall collisions: 123
Particle 516: 6929.64815843 11030.47342517 -739.15669417 -4242.27610968
Particle Collisions: 64 Wall collisions: 130
Particle 517: 11209.23838185 15676.00804000 3031.90026662 -2605.18968531
Particle Collisions: 69 Wall collisions: 142
Particle 518: 11587.83919444 10760.38806814 -1424.48706486 -681.72983599
Particle Collisions: 62 Wall collisions: 151
Particle 519: 18032.99832323 15895.30103607 2497.75118487 -682.33034992
Particle Collisions: 78 Wall collisions: 123
Particle 520: 19649.79480534 13759.19642417 2456.09935067 4182.05644592
Particle Collisions: 58 Wall collisions: 128
Particle 521: 7598.25836427 8873.34674429 3038.87624536 2183.23011718
Particle Collisions: 53 Wall collisions: 126
Particle 522: 18430.55457741 14466.40547238 3648.59502711 -3084.63864129
Particle Collisions: 70 Wall collisions: 111
Particle 523: 88.33850603 8140.04058897 -1200.22857581 -813.94666782
Particle Collisions: 54 Wall collisions: 130
Particle 524: 19685.97003748 8127.02117021 -4688.76573502 4063.01058510
Particle Collisions: 60 Wall collisions: 132
Particle 525: 9561.28006398 1318.65377909 705.78755394 944.06194843
Particle Collisions: 61 Wall collisions: 154
Particle 526: 6209.28937750 3923.36458045 -3734.62931542 3347.59961980
Particle Collisions: 65 Wall collisions: 134
Particle 527: 15294.52258216 16821.43990116 4668.71835998 1758.86230105
Particle Collisions: 64 Wall collisions: 122
Particle 528: 5721.68715889 11864.26302586 -795.89940560 4091.96612635
Particle Collisions: 68 Wall collisions: 133
Particle 529: 18485.85028738 7847.76636085 3493.35154147 -3605.88523841
Particle Collisions: 71 Wall collisions: 129
Particle 530: 11584.35669330 12658.07206691 -1677.28140467 -1468.18558662
Particle Collisions: 68 Wall collisions: 132
Particle 531: 17594.72846581 10096.46922166 -2036.57013947 -2558.37258748
Particle Collisions: 76 Wall collisions: 136
Particle 532: 2358.13437577 6714.20939161 -1080.14460348 -2560.21466218
Particle Collisions: 70 Wall collisions: 128
Particle 533: 18145.81362548 7971.50772691 4201.36517922 -3006.87306827
Particle Collisions: 77 Wall collisions: 122
Particle 534: 2652.74613591 9076.23376101 5014.54873778 -1330.14103479
Particle Collisions: 57 Wall collisions: 133
Particle 535: 860.53123722 5774.57744808 -2501.33580323 5773.57744808
Particle Collisions: 63 Wall collisions: 128
Particle 536: 10797.13379397 9237.79155120 -2124.06782475 2325.70167212
Particle Collisions: 66 Wall collisions: 136
Particle 537: 7878.82747945 10527.58208848 -542.81583758 -3453.48838441
Particle Collisions: 70 Wall collisions: 129
Particle 538: 4209.60856899 16021.48920511 1636.81039260 4143.87574201
Particle Collisions: 70 Wall collisions: 148
Particle 539: 17810.10382980 19999.00000000 -4916.76189798 3757.76781731
Particle Collisions: 57 Wall collisions: 142
Particle 540: 4187.02303964 13111.38518765 4186.02303964 2952.28130194
Particle Collisions: 70 Wall collisions: 129
Particle 541: 18189.03842443 11864.54668844 873.75708913 4308.30313014
Particle Collisions: 69 Wall collisions: 129
Particle 542: 13936.37846645 9543.33210705 -3104.65212370 -3748.49389214
Particle Collisions: 58 Wall collisions: 140
Particle 543: 13068.92708129 7186.12942679 -1743.75690109 2395.04314226
Particle Collisions: 88 Wall collisions: 135
Particle 544: 2739.55390171 784.74586719 2222.94802805 -4413.63236700
Particle Collisions: 67 Wall collisions: 109
Particle 545: 4549.26468492 17920.03362550 -3214.86351540 -936.38033066
Particle Collisions: 65 Wall collisions: 120
Particle 546: 19481.10758483 19802.88330052 -1934.41933038 4399.95270916
Particle Collisions: 47 Wall collisions: 138
Particle 547: 10249.73504287 16336.81173154 -3965.93656660 1084.11323407
Particle Collisions: 72 Wall collisions: 138
Particle 548: 94.36441115 13428.85113027 1086.37925403 -6111.60676116
Particle Collisions: 62 Wall collisions: 139
Particle 549: 14232.10577760 8158.48874005 -1584.17150710 1816.68887407
Particle Collisions: 63 Wall collisions: 124
Particle 550: 2337.57137572 6125.47033810 -2859.58383579 4682.55343413
Particle Collisions: 65 Wall collisions: 128
Particle 551: 14378.13666291 3690.95172876 4609.12441150 2243.50718802
Particle Collisions: 57 Wall collisions: 156
Particle 552: 1838.84466746 19999.00000000 -1392.84851011 4045.22507396
Particle Collisions: 60 Wall collisions: 123
Particle 553: 5296.05808913 3365.04196394 -1845.38380620 3894.19750363
Particle Collisions: 74 Wall collisions: 124
Particle 554: 7852.64130871 7781.07983193 -1715.86691761 2864.52044808
Particle Collisions: 54 Wall collisions: 149
Particle 555: 14135.56721634 5469.61053610 4259.92073066 -676.42055360
Particle Collisions: 58 Wall collisions: 142
Particle 556: 18127.40316650 13498.25903634 2265.80039581 4144.13033227
Particle Collisions: 64 Wall collisions: 123
Particle 557: 16156.57327966 7491.32868808 -635.64748913 -2962.22329232
Particle Collisions: 53 Wall collisions: 116
Particle 558: 12205.29695129 4511.54746376 2809.65452767 -3632.82405460
Particle Collisions: 66 Wall collisions: 131
Particle 559: 6104.15587476 18828.82941279 -1475.20755935 -4314.93684588
Particle Collisions: 60 Wall collisions: 143
Particle 560: 229.03590730 1023.50893256 2759.68974138 799.28050210
Particle Collisions: 50 Wall collisions: 124
Particle 561: 5443.39425482 10977.14555147 2443.19994222 -3650.77702714
Particle Collisions: 69 Wall collisions: 137
Particle 562: 14435.11027744 15358.06983407 -988.92426583 -1334.93889647
Particle Collisions: 72 Wall collisions: 119
Particle 563: 9754.12950789 18518.78994694 1772.46467259 4112.36356575
Particle Collisions: 61 Wall collisions: 113
Particle 564: 7945.88907577 11848.29968830 -2806.61491558 -3037.01914836
Particle Collisions: 71 Wall collisions: 115
Particle 565: 10942.46023974 16721.15210834 -1052.30795523 690.48480385
Particle Collisions: 60 Wall collisions: 124
Particle 566: 11622.82394869 4068.76414606 1083.93994282 -4104.57781912
Particle Collisions: 57 Wall collisions: 136
Particle 567: 19024.23059452 12624.90017059 -869.05712448 4610.31164967
Particle Collisions: 73 Wall collisions: 130
Particle 568: 3408.39082690 5011.32570083 -238.00163163 410.57116800
Particle Collisions: 69 Wall collisions: 130
Particle 569: 11669.82484714 2737.55577235 3889.60828238 4981.31701261
Particle Collisions: 58 Wall collisions: 129
Particle 570: 16413.64855806 4337.21603000 -3966.13582613 1486.78485348
Particle Collisions: 64 Wall collisions: 146
Particle 571: 12525.63351554 7441.57403317 -3522.22991035 -1280.13506851
Particle Collisions: 71 Wall collisions: 127
Particle 572: 9283.88550873 17214.03256685 -3550.80415648 -1571.17053807
Particle Collisions: 69 Wall collisions: 133
Particle 573: 8099.52454352 6328.78402804 -3966.49181883 -2648.86729714
Particle Collisions: 73 Wall collisions: 137
Particle 574: 4835.97055674 7313.66365072 -2124.88501236 -1549.05104969
Particle Collisions: 51 Wall collisions: 134
Particle 575: 11698.86195581 16803.47178602 -3657.07111018 2400.35311229
Particle Collisions: 61 Wall collisions: 139
Particle 576: 350.63563514 5964.95800014 1084.96872309 3887.43389244
Particle Collisions: 58 Wall collisions: 141
Particle 577: 15945.07095597 6004.15600413 -827.14274860 -1431.58219966
Particle Collisions: 75 Wall collisions: 119
Particle 578: 12742.78242182 14309.40649775 3185.44560546 -3363.49407832
Particle Collisions: 51 Wall collisions: 126
Particle 579: 1479.77556757 523.54104576 1040.15503118 1084.52122683
Particle Collisions: 75 Wall collisions: 124
Particle 580: 571.13723054 9026.81628845 -4856.96569237 -832.64870718
Particle Collisions: 57 Wall collisions: 143
Particle 581: 5209.96798691 10144.89176830 4632.17893894 1276.00135010
Particle Collisions: 70 Wall collisions: 135
Particle 582: 14516.20925463 13116.51087179 -4597.13337758 1551.50206535
Particle Collisions: 58 Wall collisions: 133
Particle 583: 4490.41512386 4058.58053759 -3945.17609735 -518.62915588
Particle Collisions: 59 Wall collisions: 139
Particle 584: 11077.72065218 4376.18168705 -2016.04240476 4399.02434679
Particle Collisions: 63 Wall collisions: 133
Particle 585: 15085.10006020 14889.83801313 -1978.23717910 -4699.91802183
Particle Collisions: 66 Wall collisions: 123
Particle 586: 14303.87620567 7361.42703785 2860.57524113 -1707.88702772
Particle Collisions: 72 Wall collisions: 116
Particle 587: 8327.34022392 15962.63151897 2953.74234446 -2866.10066499
Particle Collisions: 55 Wall collisions: 121
Particle 588: 13810.89114214 9288.26912014 -3740.87269398 -1491.91490109
Particle Collisions: 52 Wall collisions: 129
Particle 589: 4130.95027395 16647.43852061 3736.80799920 3974.64414238
Particle Collisions: 53 Wall collisions: 130
Particle 590: 3076.76249068 4499.34957909 1840.89404900 4830.79200444
Particle Collisions: 63 Wall collisions: 134
Particle 591: 17644.74786030 12121.49578933 3521.56795865 3074.25420791
Particle Collisions: 76 Wall collisions: 134
Particle 592: 17461.72983915 1049.89155000 1455.06081993 3165.92185104
Particle Collisions: 70 Wall collisions: 132
Particle 593: 15261.51607985 5380.60456416 -1784.03897931 5062.41630317
Particle Collisions: 57 Wall collisions: 139
Particle 594: 14763.50835852 8997.35582304 -2137.11728593 -1962.78233891
Particle Collisions: 66 Wall collisions: 132
Particle 595: 13359.65215608 17831.72772497 2251.50180384 -2905.15420973
Particle Collisions: 61 Wall collisions: 129
Particle 596: 16724.83591249 12204.27136256 -3274.16408751 3298.66412737
Particle Collisions: 70 Wall collisions: 138
Particle 597: 15790.12306603 19550.73200363 -4018.62517582 -3478.83487963
Particle Collisions: 47 Wall collisions: 125
Particle 598: 2095.17244289 13562.87994475 3390.92543462 2119.39493086
Particle Collisions: 62 Wall collisions: 137
Particle 599: 19999.00000000 12649.24812403 2667.60334008 -4488.88196245
Particle Collisions: 58 Wall collisions: 112
Particle 600: 11980.23901364 13404.70663789 -2672.92032879 3778.98750071
Particle Collisions: 54 Wall collisions: 138
Particle 601: 12735.49326087 15559.83221164 -3231.38752301 -3288.32548106
Particle Collisions: 76 Wall collisions: 136
Particle 602: 8990.00399733 934.80959231 -1000.52569728 -3160.27705472
Particle Collisions: 60 Wall collisions: 137
Particle 603: 14543.54357987 12995.69836463 4638.71804396 4331.56612154
Particle Collisions: 60 Wall collisions: 126
Particle 604: 10718.64717794 12404.24364197 3913.11161543 -2518.64622648
Particle Collisions: 67 Wall collisions: 143
Particle 605: 16437.10342418 15999.35715518 -4753.39340399 1469.60784720
Particle Collisions: 76 Wall collisions: 131
Particle 606: 2451.73893892 5974.54015660 3093.23584416 4024.40125884
Particle Collisions: 63 Wall collisions: 143
Particle 607: 1823.12988054 14962.17598249 -2590.45622566 1724.51149606
Particle Collisions: 65 Wall collisions: 120
Particle 608: 8148.21304304 16405.75717998 -560.60718674 -603.64227169
Particle Collisions: 51 Wall collisions: 119
Particle 609: 10796.09601487 15917.68669716 2094.07966366 -4081.31330284
Particle Collisions: 68 Wall collisions: 133
Particle 610: 10260.32660814 19411.08357307 4876.51391483 -3400.40065254
Particle Collisions: 46 Wall collisions: 130
Particle 611: 6325.83399170 5315.67995177 2108.27799723 -810.38147602
Particle Collisions: 61 Wall collisions: 120
Particle 612: 8529.23395083 15776.55563022 3000.96574005 -643.74158853
Particle Collisions: 67 Wall collisions: 131
Particle 613: 19240.77952204 17474.38266728 5097.95207370 42.07343055
Particle Collisions: 65 Wall collisions: 113
Particle 614: 16961.53667531 13026.92301136 -1594.88919894 -4099.69108091
Particle Collisions: 64 Wall collisions: 134
Particle 615: 12065.63893796 11454.74765487 -3932.04692670 4721.23279435
Particle Collisions: 64 Wall collisions: 132
Particle 616: 15037.23543510 14435.13798755 -1559.98528531 806.79033152
Particle Collisions: 65 Wall collisions: 135
Particle 617: 7110.71422766 6351.01578360 -895.76085482 -2855.56871566
Particle Collisions: 63 Wall collisions: 128
Particle 618: 7139.13486575 11576.69913415 -4774.24344222 2590.88075834
Particle Collisions: 76 Wall collisions: 113
Particle 619: 16063.20888527 15925.36888393 2298.86028504 4801.54029526
Particle Collisions: 63 Wall collisions: 132
Particle 620: 191.48068050 5285.33805191 4160.72351281 -1467.19346778
Particle Collisions: 57 Wall collisions: 128
Particle 621: 6405.11894803 14125.94563250 1067.35315800 -2688.17268541
Particle Collisions: 67 Wall collisions: 128
Particle 622: 7753.16316256 12592.22387392 4533.82481363 1935.62502336
Particle Collisions: 85 Wall collisions: 134
Particle 623: 18725.68298075 7496.99690125 1057.38443770 -1422.63534707
Particle Collisions: 65 Wall collisions: 133
Particle 624: 3273.41206246 2916.34518578 1272.09695952 2823.61756041
Particle Collisions: 58 Wall collisions: 128
Particle 625: 4296.51369858 17710.17586906 -4766.69132038 3666.13743379
Particle Collisions: 63 Wall collisions: 119
Particle 626: 11350.07719664 4019.69532881 -2430.68440468 -2264.65920373
Particle Collisions: 59 Wall collisions: 141
Particle 627: 14335.88395532 18501.23869383 2586.98159222 4820.84166969
Particle Collisions: 61 Wall collisions: 121
Particle 628: 11284.44271539 2807.83622662 -1227.27044573 1401.20072699
Particle Collisions: 60 Wall collisions: 116
Particle 629: 15916.50395795 2960.52722363 2949.02536997 1812.30412396
Particle Collisions: 66 Wall collisions: 130
Particle 630: 2732.57107736 17428.19237793 2743.24027201 1451.36600380
Particle Collisions: 60 Wall collisions: 136
Particle 631: 10018.63575404 11574.98898037 -1613.39832548 4161.20826968
Particle Collisions: 55 Wall collisions: 146
Particle 632: 7661.41836311 12842.21640930 -2531.09708907 -3578.39179535
Particle Collisions: 54 Wall collisions: 129
Particle 633: 16066.25490935 8003.94036485 -4002.01229930 3437.90961206
Particle Collisions: 68 Wall collisions: 150
Particle 634: 15060.73974790 15947.13961682 -4938.26025210 -1048.84794741
Particle Collisions: 54 Wall collisions: 157
Particle 635: 7477.72207402 3100.06159857 -859.31818283 4981.08665336
Particle Collisions: 58 Wall collisions: 135
Particle 636: 13685.23340449 13025.76396179 3476.00951289 1133.11090678
Particle Collisions: 66 Wall collisions: 131
Particle 637: 5738.09034866 3739.85374093 -1395.69211062 3222.76555410
Particle Collisions: 62 Wall collisions: 122
Particle 638: 3813.78844572 12143.31459698 -2160.81582901 -2600.69972796
Particle Collisions: 49 Wall collisions: 128
Particle 639: 7316.99197181 17909.60236447 1641.37201342 -2609.82863681
Particle Collisions: 54 Wall collisions: 143
Particle 640: 17115.56647274 12020.88998277 3951.55789382 -4662.68500287
Particle Collisions: 48 Wall collisions: 144
Particle 641: 13164.59613984 6121.14945239 -2554.88479257 4893.05776626
Particle Collisions: 80 Wall collisions: 126
Particle 642: 7712.05039512 14815.78106532 -1021.50071087 4007.62513892
Particle Collisions: 59 Wall collisions: 130
Particle 643: 11362.50343402 7293.72074121 1834.75879060 2142.52058358
Particle Collisions: 65 Wall collisions: 119
Particle 644: 11832.68456099 15968.34428134 3978.71057012 -3806.67610571
Particle Collisions: 67 Wall collisions: 122
Particle 645: 14165.45414584 15773.39115622 4677.79119869 2124.02623665
Particle Collisions: 63 Wall collisions: 139
Particle 646: 9383.54977735 13822.98275748 -3869.11856416 1777.58879164
Particle Collisions: 75 Wall collisions: 131
Particle 647: 11191.25132616 7930.71996509 4555.82694369 -2278.77141047
Particle Collisions: 52 Wall collisions: 144
Particle 648: 9317.87491716 14824.82861672 -929.39505578 1710.60106512
Particle Collisions: 59 Wall collisions: 131
Particle 649: 588.20926624 12972.66002984 786.29066863 -2677.36334071
