Final particle positions and velocities
Particle Collisions: 74 Wall collisions: 138
Particle 650: 6511.98489167 15601.64896734 -2330.44432804 1191.61267504
Particle Collisions: 57 Wall collisions: 133
Particle 651: 4945.65606531 7982.77163504 -4533.34142580 2660.59054501
Particle Collisions: 59 Wall collisions: 133
Particle 652: 10869.49532170 2685.24839854 -1230.27592162 -1448.77432125
Particle Collisions: 60 Wall collisions: 131
Particle 653: 7983.51924160 4238.77411907 -4005.16025280 1180.64154641
Particle Collisions: 57 Wall collisions: 136
Particle 654: 3379.28297248 2071.02128088 3080.35914288 -1184.21582302
Particle Collisions: 66 Wall collisions: 117
Particle 655: 13123.76176261 6207.90682610 -4451.99703188 4732.26019207
Particle Collisions: 49 Wall collisions: 110
Particle 656: 5287.98077162 12848.91882833 1949.57275355 3137.75595861
Particle Collisions: 73 Wall collisions: 114
Particle 657: 14725.77144470 12236.52418261 4602.68762789 -1605.33430126
Particle Collisions: 60 Wall collisions: 123
Particle 658: 3362.60424886 1048.96967526 996.84763303 4521.89433419
Particle Collisions: 61 Wall collisions: 135
Particle 659: 13134.03065927 18219.19714703 721.60456070 -4766.36918616
Particle Collisions: 64 Wall collisions: 151
Particle 660: 1144.90203064 6620.66207533 -4838.61946562 5152.80030668
Particle Collisions: 57 Wall collisions: 126
Particle 661: 12921.60396069 2292.72682946 3832.59090703 2547.65818536
Particle Collisions: 55 Wall collisions: 133
Particle 662: 19700.25795223 14554.14049145 -2101.38449247 2567.81154662
Particle Collisions: 66 Wall collisions: 116
Particle 663: 8623.25058119 10968.27420481 4092.97918983 -772.86469377
Particle Collisions: 59 Wall collisions: 122
Particle 664: 14547.76415734 1.00000000 -4379.74760218 -2674.83678819
Particle Collisions: 63 Wall collisions: 133
Particle 665: 9970.85627316 6959.00798157 -900.74360167 -773.18385195
Particle Collisions: 63 Wall collisions: 125
Particle 666: 15554.82369805 3334.91699966 -2166.26167409 -4892.23519224
Particle Collisions: 74 Wall collisions: 143
Particle 667: 9019.82619958 19999.00000000 -2159.23367953 4815.66196871
Particle Collisions: 65 Wall collisions: 134
Particle 668: 18850.31216188 17367.52012438 1382.30446839 3526.95661521
Particle Collisions: 52 Wall collisions: 132
Particle 669: 15217.02279695 7549.09599606 -2245.86132695 -3492.07803708
Particle Collisions: 60 Wall collisions: 131
Particle 670: 8889.55592529 11112.82734105 -4158.91652988 1723.26634055
Particle Collisions: 59 Wall collisions: 122
Particle 671: 18092.82654565 5137.44139033 -2724.11999675 1888.89200313
Particle Collisions: 65 Wall collisions: 151
Particle 672: 11643.61596194 5422.95105449 2156.52583968 -2915.20978910
Particle Collisions: 68 Wall collisions: 145
Particle 673: 14101.93116487 15914.83701431 1693.10106197 -3525.49991059
Particle Collisions: 57 Wall collisions: 133
Particle 674: 14661.33239993 17789.81623523 -4934.54552055 -793.71240774
Particle Collisions: 70 Wall collisions: 125
Particle 675: 14759.54915049 1334.64466636 4672.03432191 3764.11714755
Particle Collisions: 54 Wall collisions: 144
Particle 676: 4725.86688079 4839.18043842 -1290.28418892 1222.32687735
Particle Collisions: 64 Wall collisions: 125
Particle 677: 649.87826220 6878.06710859 -2418.64021722 -4819.00011240
Particle Collisions: 62 Wall collisions: 145
Particle 678: 82.95489123 16892.65516545 -2126.57032399 -2798.30473258
Particle Collisions: 64 Wall collisions: 131
Particle 679: 16455.05617809 12321.02202436 3756.89149742 2154.53480162
Particle Collisions: 57 Wall collisions: 127
Particle 680: 17232.00519520 16368.61444922 -3197.07165318 1860.58733677
Particle Collisions: 69 Wall collisions: 128
Particle 681: 13067.61690094 2134.31535529 4538.42123366 -3538.26045971
Particle Collisions: 74 Wall collisions: 125
Particle 682: 3266.01495810 5816.19270894 1442.71669515 -4626.21080429
Particle Collisions: 52 Wall collisions: 134
Particle 683: 5539.65253792 4768.12558814 -4517.28626788 3828.92536294
Particle Collisions: 55 Wall collisions: 140
Particle 684: 2975.72501402 12778.61135984 -4580.97049869 -1355.00172721
Particle Collisions: 58 Wall collisions: 139
Particle 685: 19999.00000000 10503.30345337 4282.64047757 3677.63093078
Particle Collisions: 52 Wall collisions: 124
Particle 686: 19999.00000000 13946.57478074 1958.90569681 -862.48280633
Particle Collisions: 59 Wall collisions: 112
Particle 687: 14726.82241526 13818.10572807 2137.94747101 -1478.56157531
Particle Collisions: 55 Wall collisions: 131
Particle 688: 4044.92661990 5748.56076653 -3363.50624785 -1538.28042585
Particle Collisions: 54 Wall collisions: 121
Particle 689: 6091.42381782 1105.05816571 -4884.47601023 -1032.53027569
Particle Collisions: 63 Wall collisions: 139
Particle 690: 13223.74544923 611.89909167 1813.31554600 -2401.39385740
Particle Collisions: 72 Wall collisions: 114
Particle 691: 4157.14028703 10622.32472947 2027.36656249 -3857.02399808
Particle Collisions: 67 Wall collisions: 120
Particle 692: 14239.63899947 8293.38296761 -2879.68050026 -2350.09316782
Particle Collisions: 56 Wall collisions: 113
Particle 693: 7441.64016750 16256.08642570 -3091.37410779 3174.60568441
Particle Collisions: 46 Wall collisions: 151
Particle 694: 1963.57206732 19457.52785793 690.96586522 -3840.87065434
Particle Collisions: 75 Wall collisions: 119
Particle 695: 5217.30681149 9173.32178162 -4476.39313601 -485.33108103
Particle Collisions: 67 Wall collisions: 134
Particle 696: 17547.88834021 4445.58151250 2982.34185924 2367.91388448
Particle Collisions: 71 Wall collisions: 131
Particle 697: 14047.48269987 1620.45995679 3476.76982065 -4594.63501080
Particle Collisions: 60 Wall collisions: 133
Particle 698: 6135.04221945 18885.34081293 -748.33624420 -3394.77595096
Particle Collisions: 64 Wall collisions: 104
Particle 699: 1624.80296927 437.74446588 -2185.88842078 3554.74967446
Particle Collisions: 58 Wall collisions: 126
Particle 700: 10520.88180728 10061.66965238 -2158.63957557 -2828.40092968
Particle Collisions: 64 Wall collisions: 122
Particle 701: 3155.01107289 4176.54966424 -4489.77303353 -1824.76732779
Particle Collisions: 63 Wall collisions: 121
Particle 702: 14178.59314160 2221.47841644 -1476.79697644 3324.76554524
Particle Collisions: 68 Wall collisions: 140
Particle 703: 16031.92654366 3158.76556948 4496.38646326 4149.84897837
Particle Collisions: 65 Wall collisions: 129
Particle 704: 4585.56572840 3436.09005458 -2268.00761874 4825.67667273
Particle Collisions: 67 Wall collisions: 144
Particle 705: 8012.80556751 19401.03369157 -4476.00377620 -1418.20835382
Particle Collisions: 68 Wall collisions: 139
Particle 706: 11704.36148904 863.80656276 -4363.43893612 3900.83499926
Particle Collisions: 65 Wall collisions: 126
Particle 707: 1261.71274385 6288.25859689 -2112.75695969 1937.17075425
Particle Collisions: 59 Wall collisions: 122
Particle 708: 13232.06037705 8706.26967228 -1253.73208708 4823.65830998
Particle Collisions: 61 Wall collisions: 137
Particle 709: 15971.29131334 18911.29746751 3992.57282833 4497.87993702
Particle Collisions: 61 Wall collisions: 140
Particle 710: 10886.48412712 7868.88744705 -1070.68293851 2840.46095458
Particle Collisions: 54 Wall collisions: 130
Particle 711: 10518.09668044 7973.95070629 -3192.11766100 -223.71764505
Particle Collisions: 61 Wall collisions: 122
Particle 712: 6962.94655147 4869.59599779 -1422.02313668 654.99973177
Particle Collisions: 52 Wall collisions: 133
Particle 713: 15799.91902159 18939.35766120 -1720.76864232 1152.47318854
Particle Collisions: 58 Wall collisions: 142
Particle 714: 345.45382152 12029.58588298 4401.85379983 -3254.30729319
Particle Collisions: 83 Wall collisions: 130
Particle 715: 11552.94385118 16771.71263216 -874.48929958 4115.25732318
Particle Collisions: 60 Wall collisions: 125
Particle 716: 17150.51934713 16303.16068556 3455.38721001 -2671.14533721
Particle Collisions: 71 Wall collisions: 119
Particle 717: 16787.55936142 3068.79194223 885.36130980 -4583.00880975
Particle Collisions: 59 Wall collisions: 140
Particle 718: 9625.67603367 976.60420529 1305.52875449 -3017.52797768
Particle Collisions: 56 Wall collisions: 130
Particle 719: 847.59842495 8221.87136155 -2043.40877689 -2467.99715128
Particle Collisions: 63 Wall collisions: 131
Particle 720: 3817.72464258 11593.05006214 1788.71901786 2133.23630544
Particle Collisions: 63 Wall collisions: 138
Particle 721: 12181.47519093 9526.88152878 4857.64825818 -2544.69013974
Particle Collisions: 59 Wall collisions: 131
Particle 722: 16054.77955276 13175.22071699 -4506.77547227 -2274.59309434
Particle Collisions: 63 Wall collisions: 125
Particle 723: 12019.95955496 4889.66487958 4752.45728358 -1093.53496880
Particle Collisions: 72 Wall collisions: 124
Particle 724: 17818.39433980 12577.30264776 -3514.71713835 -3856.06481246
Particle Collisions: 56 Wall collisions: 150
Particle 725: 18690.04320607 13128.54666601 -1780.33062121 626.62121394
Particle Collisions: 54 Wall collisions: 133
Particle 726: 15513.38734370 12038.86178588 -3830.49178956 2104.37193069
Particle Collisions: 63 Wall collisions: 140
Particle 727: 19013.58224081 19448.97750869 1863.80395513 3307.09981538
Particle Collisions: 56 Wall collisions: 122
Particle 728: 12647.45066781 18530.99116798 3676.36978525 -668.49734332
Particle Collisions: 60 Wall collisions: 127
Particle 729: 2401.27217703 12725.22487401 -3580.72870903 1156.16044201
Particle Collisions: 72 Wall collisions: 135
Particle 730: 10512.76863928 14013.63868072 -2680.38466916 -4599.58280435
Particle Collisions: 65 Wall collisions: 114
Particle 731: 7765.90050042 16251.01419418 4209.18926817 -624.66430097
Particle Collisions: 52 Wall collisions: 130
Particle 732: 5745.92413274 1259.21465082 3850.22781909 1521.47913991
Particle Collisions: 71 Wall collisions: 131
Particle 733: 6420.29130574 5985.57826486 -34.21529919 4330.42971081
Particle Collisions: 72 Wall collisions: 126
Particle 734: 1538.58852988 18083.94720460 -3577.00190412 -1140.10714828
Particle Collisions: 51 Wall collisions: 128
Particle 735: 15553.19704006 6883.56833220 1371.28980224 4391.53559034
Particle Collisions: 62 Wall collisions: 131
Particle 736: 19999.00000000 3241.99946218 1466.39135020 3981.36289585
Particle Collisions: 58 Wall collisions: 135
Particle 737: 4938.61850561 9066.94503457 4077.97524421 2683.11080702
Particle Collisions: 63 Wall collisions: 143
Particle 738: 5185.40542725 4708.76904064 -1351.92074613 4217.52203029
Particle Collisions: 53 Wall collisions: 132
Particle 739: 16768.49119186 14350.22755839 -3855.75153114 -455.31225641
Particle Collisions: 61 Wall collisions: 148
Particle 740: 4573.22010046 9051.43020940 4391.88466882 -1289.18896481
Particle Collisions: 51 Wall collisions: 133
Particle 741: 10746.94166971 7664.97356276 -580.56823429 1368.63311109
Particle Collisions: 82 Wall collisions: 124
Particle 742: 13065.37493507 13668.61600299 1341.93152692 -3545.77922532
Particle Collisions: 77 Wall collisions: 133
Particle 743: 3647.95147540 9738.44500737 -4206.18909780 1966.83485432
Particle Collisions: 66 Wall collisions: 119
Particle 744: 16583.58194998 2148.34188137 -4319.92059254 -4446.56991601
Particle Collisions: 63 Wall collisions: 138
Particle 745: 16974.79824296 15740.89578678 3549.69830766 -4763.70337882
Particle Collisions: 73 Wall collisions: 135
Particle 746: 7887.40004152 18286.62277760 1534.34951125 -2152.86471980
Particle Collisions: 54 Wall collisions: 142
Particle 747: 5521.19298959 18862.51098508 3630.93458103 3559.86918077
Particle Collisions: 55 Wall collisions: 153
Particle 748: 13497.52994139 11702.76517190 5202.74949438 -1122.22752991
Particle Collisions: 65 Wall collisions: 124
Particle 749: 2536.38830064 11450.31849127 3755.56471677 1801.59122035
Particle Collisions: 48 Wall collisions: 132
Particle 750: 13347.22488636 11122.13010032 -5102.60696168 -1685.95247499
Particle Collisions: 70 Wall collisions: 133
Particle 751: 8655.56330574 15501.18774489 1302.38924117 -2625.89254836
Particle Collisions: 52 Wall collisions: 137
Particle 752: 3219.62148586 6588.56818625 4808.21060129 -1152.01489013
Particle Collisions: 61 Wall collisions: 134
Particle 753: 328.03434361 1938.78756905 3189.14831673 1827.98229742
Particle Collisions: 67 Wall collisions: 130
Particle 754: 6667.33149267 3183.03065716 2353.45835786 -4609.89716272
Particle Collisions: 75 Wall collisions: 136
Particle 755: 5838.70542679 5874.71191178 -4720.09819107 3627.40246777
Particle Collisions: 68 Wall collisions: 126
Particle 756: 8757.92283703 9490.41860904 -3486.00002225 3163.13953635
Particle Collisions: 55 Wall collisions: 134
Particle 757: 11903.92457459 16719.95889768 -4824.81050973 -874.07227563
Particle Collisions: 60 Wall collisions: 129
Particle 758: 4339.91274889 18885.46438261 2316.92163743 -3781.63179525
Particle Collisions: 62 Wall collisions: 121
Particle 759: 12270.79607101 4957.29496198 1846.00064176 4886.80233653
Particle Collisions: 65 Wall collisions: 137
Particle 760: 19230.41000027 8952.57219219 4959.04652070 1799.77252163
Particle Collisions: 70 Wall collisions: 135
Particle 761: 12572.03795433 11594.30768019 -3870.98586088 -1488.06454987
Particle Collisions: 64 Wall collisions: 126
Particle 762: 12927.92981457 18767.22514122 -3867.01002649 -2832.88974276
Particle Collisions: 70 Wall collisions: 133
Particle 763: 19999.00000000 18858.02579515 3410.46689782 -3739.04330229
Particle Collisions: 56 Wall collisions: 130
Particle 764: 17036.74327246 17282.30171194 -2060.05015019 -3724.03018295
Particle Collisions: 71 Wall collisions: 118
Particle 765: 17106.09539383 12944.03011280 -4149.26320034 1765.01154232
Particle Collisions: 73 Wall collisions: 128
Particle 766: 19086.49524282 12302.74731752 3250.21456796 -3026.09560855
Particle Collisions: 57 Wall collisions: 125
Particle 767: 12706.74694904 17967.72275491 -3894.44502088 -3656.04566763
Particle Collisions: 71 Wall collisions: 123
Particle 768: 1332.27482672 8683.70428019 -989.34442496 1944.43059397
Particle Collisions: 55 Wall collisions: 133
Particle 769: 13454.29082086 18754.18959278 -4502.93894487 1093.03068470
Particle Collisions: 65 Wall collisions: 130
Particle 770: 2431.50639360 8643.16297752 2364.32706544 2438.98559138
Particle Collisions: 62 Wall collisions: 120
Particle 771: 14480.75727518 11113.28693004 -1611.22978398 3922.90845272
Particle Collisions: 68 Wall collisions: 127
Particle 772: 11321.90773345 3447.35611369 1886.81795557 3083.30480449
Particle Collisions: 46 Wall collisions: 115
Particle 773: 13424.13653230 14519.59503275 2914.98309327 -4334.06215977
Particle Collisions: 70 Wall collisions: 139
Particle 774: 5566.22896317 5414.72668926 -3613.75182692 -3267.71947143
Particle Collisions: 72 Wall collisions: 122
Particle 775: 4657.05089635 4025.06642947 -3473.40741099 -3284.51286654
Particle Collisions: 50 Wall collisions: 120
Particle 776: 18318.81734333 8030.20166608 -1680.18265667 4937.16611677
Particle Collisions: 71 Wall collisions: 127
Particle 777: 8173.31654255 1183.64873359 4318.17055281 -3582.54222028
Particle Collisions: 56 Wall collisions: 132
Particle 778: 3813.59180858 4292.68768010 -1156.33756523 2330.93093053
Particle Collisions: 61 Wall collisions: 122
Particle 779: 18939.68093130 11059.66125950 2019.56987546 -2825.89112241
Particle Collisions: 65 Wall collisions: 113
Particle 780: 6371.89171796 4215.50734651 4520.72413040 4214.50734651
Particle Collisions: 49 Wall collisions: 126
Particle 781: 6258.98047541 15132.60077597 4164.95021119 1738.78610987
Particle Collisions: 54 Wall collisions: 134
Particle 782: 9808.36351825 915.27031185 -1492.61967773 4447.93764545
Particle Collisions: 57 Wall collisions: 151
Particle 783: 6496.78918825 3703.35790547 2165.21470635 4822.28275124
Particle Collisions: 66 Wall collisions: 125
Particle 784: 1469.19153298 4840.44170127 734.09576649 -2886.20693906
Particle Collisions: 72 Wall collisions: 118
Particle 785: 9815.84670325 11635.62309327 -3394.38443225 3818.89982986
Particle Collisions: 67 Wall collisions: 139
Particle 786: 4734.22521341 17201.51149203 3770.48783691 3753.60620714
Particle Collisions: 48 Wall collisions: 134
Particle 787: 9286.85215503 8296.35156886 -3643.16009011 -1748.94626539
Particle Collisions: 65 Wall collisions: 117
Particle 788: 9393.70254052 3262.53005156 3222.77128788 -4713.59638101
